영업중,인허가일자_년도,인허가일자_월,인허가일자_일,지역,영업상태구분코드,상세영업상태코드,시설면적,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부
1, 2002, 12, 27,전라남도 영암군,1,13,148.76,7,2,Y,Y,Y,Y,Y,Y
1, 1999, 01, 19,전라남도 장흥군,1,13,156.0,6,2,Y,Y,Y,Y,Y,Y
1, 2001, 09, 24,전라남도 장흥군,1,13,330.58,9,1,Y,Y,Y,Y,Y,Y
1, 2002, 04, 24,전라남도 여수시,1,13,127.74,4,2,Y,Y,Y,N,Y,Y
1, 2004, 05, 15,전라남도 화순군,1,13,136.59,7,0,N,Y,Y,N,N,Y
1, 2010, 07, 30,전라남도 화순군,1,13,180.21,4,4,N,Y,Y,Y,N,N
1, 2010, 09, 06,전라남도 화순군,1,13,188.86,6,4,N,Y,Y,Y,N,N
1, 2003, 10, 02,전라남도 영암군,1,13,192.0,7,1,N,N,N,Y,N,N
1, 2008, 07, 16,전라남도 여수시,1,13,147.82,5,1,Y,Y,Y,Y,Y,N
1, 2001, 06, 12,전라남도 구례군,1,13,307.55,3,4,N,N,N,N,N,N
1, 2004, 12, 04,전라남도 여수시,1,13,117.76,3,4,N,Y,Y,N,N,Y
1, 2005, 01, 07,전라남도 화순군,1,13,40.25,2,4,Y,Y,Y,N,Y,Y
1, 1999, 07, 05,전라남도 영암군,1,13,108.0,5,1,Y,Y,Y,Y,Y,Y
1, 2009, 08, 20,전라남도 영암군,1,13,178.72,5,4,N,N,N,N,N,N
1, 2017, 09, 25,전라남도 영암군,1,13,81.92,8,8,N,Y,N,Y,N,N
1, 2005, 04, 26,전라남도 여수시,1,13,133.32,4,1,Y,Y,Y,Y,Y,Y
1, 2005, 07, 28,전라남도 여수시,1,13,156.07,5,0,Y,Y,Y,N,Y,Y
1, 2005, 12, 20,전라남도 여수시,1,13,60.9,4,4,Y,Y,Y,N,Y,Y
1, 2015, 10, 30,전라남도 여수시,1,13,150.0,8,5,N,Y,N,Y,N,Y
1, 2015, 12, 30,전라남도 여수시,1,13,156.0,18,18,Y,Y,Y,Y,N,Y
1, 2016, 02, 29,전라남도 여수시,1,13,46.48,9,9,Y,Y,N,Y,N,Y
1, 2016, 04, 07,전라남도 여수시,1,13,107.48,15,15,Y,Y,Y,Y,Y,Y
1, 2016, 05, 17,전라남도 여수시,1,13,174.0,5,1,N,Y,N,Y,Y,Y
1, 2005, 08, 03,전라남도 여수시,1,13,147.78,4,0,N,Y,N,N,N,Y
1, 2005, 10, 05,전라남도 여수시,1,13,132.06,5,1,Y,Y,Y,N,N,Y
1, 2002, 11, 08,전라남도 여수시,1,13,123.62,6,0,N,N,N,N,N,N
1, 2005, 04, 07,전라남도 여수시,1,13,112.84,3,1,Y,Y,Y,N,N,Y
1, 2005, 09, 15,전라남도 여수시,1,13,117.13,4,4,N,Y,Y,N,Y,Y
1, 2017, 09, 26,전라남도 여수시,1,13,247.38,24,24,Y,Y,Y,Y,Y,Y
1, 2017, 10, 16,전라남도 여수시,1,13,132.0,5,4,Y,Y,Y,N,N,Y
1, 2018, 03, 20,전라남도 여수시,1,13,133.12,4,0,N,N,N,N,N,N
1, 1999, 04, 19,경기도 수원시,1,13,174.24,5,1,Y,Y,Y,Y,Y,Y
1, 1999, 12, 03,경기도 수원시,1,13,122.1,6,2,Y,Y,Y,Y,Y,Y
1, 2002, 01, 24,경기도 수원시,1,13,112.4,6,6,Y,Y,Y,Y,Y,Y
1, 2002, 10, 21,경기도 수원시,1,13,121.08,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 08, 01,경기도 수원시,1,13,123.2,6,2,N,N,N,Y,N,N
1, 2002, 11, 06,경기도 수원시,1,13,139.94,8,2,N,N,N,N,N,N
1, 1999, 06, 29,경기도 수원시,1,13,118.8,5,2,N,N,N,Y,N,N
1, 1999, 06, 29,경기도 수원시,1,13,139.7,6,0,Y,Y,Y,N,Y,Y
1, 2000, 11, 24,경기도 수원시,1,13,128.65,6,3,N,N,N,Y,N,N
1, 2002, 05, 02,경기도 수원시,1,13,170.0,7,1,Y,Y,N,Y,Y,Y
1, 2002, 06, 29,경기도 수원시,1,13,171.6,5,1,N,N,N,Y,N,N
1, 2002, 10, 01,경기도 수원시,1,13,213.22,6,1,N,N,N,Y,N,N
1, 2002, 11, 28,경기도 수원시,1,13,160.93,6,1,N,N,N,Y,N,N
1, 2002, 07, 12,경기도 수원시,1,13,121.57,5,2,Y,Y,Y,Y,Y,Y
1, 2002, 12, 06,경기도 수원시,1,13,141.7,10,10,N,N,N,Y,N,N
1, 2002, 06, 10,경기도 수원시,1,13,153.37,4,1,Y,Y,N,Y,Y,N
1, 2008, 05, 19,경기도 화성시,1,13,35.41,1,4,N,N,N,N,Y,N
1, 2008, 06, 05,경기도 화성시,1,13,128.34,6,6,N,N,N,Y,Y,Y
1, 2008, 07, 01,경기도 화성시,1,13,112.68,5,0,N,Y,Y,N,Y,Y
1, 2008, 07, 03,경기도 화성시,1,13,212.68,9,2,Y,Y,N,Y,Y,N
1, 2008, 07, 03,경기도 화성시,1,13,142.76,5,4,Y,Y,N,N,Y,Y
1, 2012, 08, 09,경기도 화성시,1,13,162.07,5,4,N,N,N,N,N,N
1, 2012, 08, 22,경기도 화성시,1,13,124.8,6,0,N,N,N,N,N,N
1, 2006, 05, 01,경기도 수원시,1,13,227.04,7,1,Y,Y,Y,Y,Y,Y
1, 2002, 11, 14,경기도 수원시,1,13,217.2,10,2,Y,Y,Y,Y,Y,Y
1, 2002, 11, 14,경기도 수원시,1,13,180.0,6,1,Y,Y,Y,Y,Y,Y
1, 2003, 12, 30,경기도 수원시,1,13,103.27,5,2,Y,Y,Y,Y,Y,Y
1, 2002, 03, 20,경기도 수원시,1,13,95.1,5,1,Y,Y,Y,Y,Y,Y
1, 2005, 09, 30,경기도 수원시,1,13,200.6,6,1,Y,Y,Y,Y,Y,Y
1, 2005, 09, 30,경기도 수원시,1,13,86.91,6,1,Y,Y,Y,Y,Y,Y
1, 2005, 11, 03,경기도 수원시,1,13,246.18,8,1,N,N,N,Y,N,N
1, 2000, 12, 21,경기도 수원시,1,13,396.0,11,1,Y,Y,N,Y,N,Y
1, 2002, 07, 31,경기도 수원시,1,13,111.3,4,1,N,N,N,N,N,N
1, 2002, 08, 21,경기도 수원시,1,13,128.3,6,0,N,N,N,N,N,N
1, 2002, 11, 14,경기도 수원시,1,13,145.32,6,0,N,N,N,N,N,N
1, 2002, 03, 25,경기도 수원시,1,13,157.51,6,4,Y,Y,N,N,Y,Y
1, 2003, 02, 24,경기도 수원시,1,13,92.0,4,1,Y,Y,Y,Y,Y,Y
1, 2003, 02, 12,경기도 수원시,1,13,115.5,5,2,Y,Y,N,Y,Y,Y
1, 2008, 01, 23,경기도 화성시,1,13,199.51,7,4,N,N,N,N,N,N
1, 2008, 01, 31,경기도 화성시,1,13,185.22,6,4,N,N,N,N,N,N
1, 2010, 01, 11,경기도 화성시,1,13,84.0,3,4,N,N,N,Y,N,N
1, 2010, 01, 13,경기도 화성시,1,13,169.5,7,4,N,N,N,N,N,N
1, 2010, 02, 03,경기도 화성시,1,13,175.06,8,2,N,N,N,Y,N,N
1, 2010, 02, 19,경기도 화성시,1,13,156.69,6,4,N,N,N,N,N,N
1, 2001, 12, 24,경기도 수원시,1,13,96.4,6,4,Y,Y,Y,N,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,133.54,7,1,Y,Y,Y,Y,Y,Y
1, 2000, 10, 14,경기도 수원시,1,13,101.6,7,2,N,N,N,Y,N,N
1, 2001, 11, 23,경기도 수원시,1,13,98.69,5,2,Y,Y,Y,N,Y,Y
1, 2001, 03, 21,경기도 수원시,1,13,165.53,7,1,N,N,N,Y,N,N
1, 2001, 06, 15,경기도 수원시,1,13,122.12,5,2,N,N,N,Y,N,N
1, 2001, 06, 22,경기도 수원시,1,13,168.0,5,1,Y,Y,N,Y,Y,N
1, 2001, 05, 08,경기도 수원시,1,13,121.88,5,1,N,N,N,N,N,N
1, 2001, 05, 31,경기도 수원시,1,13,235.44,6,1,N,N,N,Y,N,N
1, 2002, 07, 04,경기도 수원시,1,13,130.8,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 02, 02,경기도 수원시,1,13,81.6,6,2,Y,Y,Y,Y,Y,Y
1, 2002, 11, 04,경기도 수원시,1,13,83.6,5,1,Y,Y,Y,Y,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,98.0,5,0,Y,Y,Y,N,Y,Y
1, 2012, 07, 20,경기도 화성시,1,13,119.57,6,4,N,N,N,Y,N,N
1, 2017, 02, 13,경기도 화성시,1,13,139.89,20,20,N,N,N,Y,N,N
1, 2012, 10, 23,경기도 화성시,1,13,236.83,7,1,N,N,N,Y,N,N
1, 1999, 09, 16,경기도 수원시,1,13,132.0,9,4,N,N,N,Y,N,N
1, 2000, 12, 29,경기도 수원시,1,13,132.84,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 09, 07,경기도 수원시,1,13,197.69,8,2,Y,Y,Y,Y,Y,Y
1, 2003, 01, 21,경기도 수원시,1,13,109.9,6,1,Y,Y,Y,Y,Y,Y
1, 2003, 03, 06,경기도 수원시,1,13,125.4,6,6,N,N,N,Y,N,N
1, 2001, 04, 18,경기도 수원시,1,13,122.1,6,1,Y,Y,Y,Y,Y,Y
1, 2001, 09, 24,경기도 수원시,1,13,162.93,4,2,Y,Y,Y,Y,Y,Y
1, 2001, 12, 28,경기도 수원시,1,13,175.34,6,4,N,N,N,N,N,N
1, 2001, 12, 21,경기도 수원시,1,13,204.54,6,4,Y,Y,Y,N,Y,Y
1, 2001, 10, 13,경기도 수원시,1,13,148.48,6,2,Y,Y,N,Y,Y,N
1, 2001, 05, 22,경기도 수원시,1,13,186.16,7,1,N,Y,Y,N,Y,Y
1, 2017, 02, 13,경기도 화성시,1,13,162.4,20,20,N,N,N,Y,N,N
1, 2017, 03, 02,경기도 화성시,1,13,90.78,4,4,N,N,N,N,N,N
1, 2017, 04, 18,경기도 화성시,1,13,149.08,3,0,N,N,N,N,N,N
1, 2017, 04, 27,경기도 화성시,1,13,141.0,5,1,N,N,N,Y,N,N
1, 2017, 05, 08,경기도 화성시,1,13,144.78,20,20,N,N,N,Y,N,N
1, 2017, 05, 19,경기도 화성시,1,13,97.45,17,17,N,N,N,Y,N,N
1, 1994, 08, 11,경기도 수원시,1,13,81.84,8,4,Y,Y,N,Y,Y,Y
1, 2004, 01, 20,경기도 수원시,1,13,160.6,25,25,Y,Y,Y,Y,Y,Y
1, 2004, 01, 27,경기도 수원시,1,13,161.83,7,2,N,Y,Y,Y,Y,Y
1, 2001, 11, 02,경기도 수원시,1,13,120.41,6,1,Y,Y,Y,Y,Y,Y
1, 2001, 08, 02,경기도 수원시,1,13,224.4,11,11,N,N,N,Y,N,N
1, 2002, 11, 14,경기도 수원시,1,13,145.17,7,1,Y,Y,Y,Y,Y,Y
1, 1993, 12, 15,경기도 수원시,1,13,128.7,9,2,Y,Y,N,Y,Y,Y
1, 1993, 10, 19,경기도 수원시,1,13,107.24,5,3,Y,Y,N,Y,Y,Y
1, 2002, 06, 25,경기도 수원시,1,13,132.0,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 11, 20,경기도 수원시,1,13,108.9,5,1,N,Y,Y,Y,Y,Y
1, 2000, 05, 09,경기도 수원시,1,13,69.0,3,1,Y,Y,N,Y,Y,N
1, 2000, 05, 12,경기도 수원시,1,13,122.31,5,1,Y,Y,N,Y,Y,N
1, 2001, 12, 14,경기도 수원시,1,13,122.3,4,1,Y,Y,Y,Y,Y,Y
1, 2001, 05, 19,경기도 수원시,1,13,98.98,4,1,Y,Y,N,Y,Y,N
1, 2001, 07, 28,경기도 수원시,1,13,132.0,6,3,Y,Y,N,N,N,N
1, 2001, 02, 28,경기도 수원시,1,13,123.19,4,2,Y,Y,N,Y,Y,N
1, 2001, 03, 24,경기도 수원시,1,13,192.08,7,3,Y,Y,Y,Y,Y,Y
1, 2000, 12, 16,경기도 수원시,1,13,120.08,7,6,Y,Y,N,Y,Y,N
1, 2000, 06, 03,경기도 수원시,1,13,188.47,13,9,Y,Y,Y,Y,Y,Y
1, 2000, 06, 30,경기도 수원시,1,13,139.2,5,1,Y,N,N,Y,Y,N
1, 2001, 12, 21,경기도 수원시,1,13,100.0,4,1,Y,Y,Y,Y,N,N
1, 2001, 12, 24,경기도 수원시,1,13,148.54,5,1,Y,Y,Y,Y,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,251.96,10,3,Y,Y,Y,Y,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,103.4,6,2,Y,Y,Y,Y,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,50.7,4,4,Y,Y,Y,N,Y,Y
1, 2001, 11, 23,경기도 수원시,1,13,129.28,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 02, 02,경기도 수원시,1,13,130.38,6,1,Y,Y,Y,Y,Y,Y
1, 2002, 12, 11,경기도 수원시,1,13,77.0,6,1,Y,Y,Y,Y,Y,Y
1, 2002, 10, 08,경기도 수원시,1,13,157.0,7,4,Y,Y,N,Y,Y,Y
1, 2002, 11, 26,경기도 수원시,1,13,105.46,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 03, 04,경기도 수원시,1,13,105.6,4,1,Y,Y,N,N,Y,Y
1, 2002, 03, 23,경기도 수원시,1,13,91.44,7,1,Y,Y,Y,Y,Y,Y
1, 2002, 03, 14,경기도 수원시,1,13,191.4,6,1,Y,Y,Y,N,Y,Y
1, 2003, 07, 24,경기도 수원시,1,13,148.0,8,4,Y,Y,Y,Y,Y,Y
1, 2003, 08, 07,경기도 수원시,1,13,167.67,6,1,Y,Y,N,Y,N,N
1, 2003, 01, 08,경기도 수원시,1,13,109.48,5,2,Y,Y,N,Y,Y,Y
1, 1994, 07, 08,경기도 수원시,1,13,95.7,4,1,N,N,N,N,N,N
1, 1994, 02, 01,경기도 수원시,1,13,221.1,9,3,Y,Y,N,Y,Y,Y
1, 2003, 02, 14,경기도 수원시,1,13,253.68,5,0,N,N,N,N,N,N
1, 2003, 06, 07,경기도 수원시,1,13,134.63,4,4,N,N,N,N,N,N
1, 2001, 11, 23,경기도 수원시,1,13,101.0,4,1,Y,Y,N,Y,N,N
1, 2001, 12, 19,경기도 수원시,1,13,116.2,7,1,Y,Y,Y,Y,Y,Y
1, 2002, 08, 10,경기도 수원시,1,13,75.2,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 10, 19,경기도 수원시,1,13,95.67,4,2,Y,Y,N,Y,Y,Y
1, 2002, 01, 29,경기도 수원시,1,13,73.1,4,4,Y,Y,Y,N,Y,Y
1, 2002, 04, 10,경기도 수원시,1,13,141.95,6,1,Y,Y,Y,Y,Y,Y
1, 2002, 12, 09,경기도 수원시,1,13,182.6,10,2,Y,Y,Y,Y,Y,Y
1, 2001, 12, 17,경기도 수원시,1,13,114.52,5,2,Y,Y,Y,Y,Y,Y
1, 2001, 12, 24,경기도 수원시,1,13,174.95,10,3,Y,Y,Y,Y,Y,Y
1, 2001, 06, 07,경기도 수원시,1,13,129.54,5,1,Y,N,N,Y,Y,N
1, 2001, 06, 16,경기도 수원시,1,13,112.46,5,1,N,N,N,Y,N,N
1, 2002, 07, 30,경기도 수원시,1,13,174.46,4,2,N,N,N,Y,N,N
1, 2002, 12, 26,경기도 수원시,1,13,133.0,6,1,N,N,N,Y,N,N
1, 2002, 04, 30,경기도 수원시,1,13,202.34,10,2,Y,Y,Y,Y,Y,Y
1, 2003, 08, 21,경기도 수원시,1,13,122.4,5,1,N,N,N,Y,N,N
1, 2003, 09, 03,경기도 수원시,1,13,210.2,7,0,Y,Y,Y,N,Y,Y
1, 2003, 09, 04,경기도 수원시,1,13,113.21,5,4,Y,Y,Y,N,Y,Y
1, 2003, 09, 05,경기도 수원시,1,13,204.36,6,1,N,Y,Y,Y,Y,Y
1, 2003, 09, 05,경기도 수원시,1,13,290.62,9,2,Y,Y,Y,Y,Y,Y
1, 2003, 09, 09,경기도 수원시,1,13,187.13,8,4,N,N,N,N,N,N
1, 2001, 08, 21,경기도 수원시,1,13,184.0,7,2,N,N,N,Y,N,N
1, 2002, 10, 04,경기도 수원시,1,13,186.2,11,3,Y,Y,Y,Y,Y,Y
1, 2002, 07, 15,경기도 수원시,1,13,97.44,7,1,Y,Y,Y,Y,Y,Y
1, 2002, 11, 06,경기도 수원시,1,13,93.49,5,1,Y,Y,Y,Y,Y,Y
1, 2002, 11, 30,경기도 수원시,1,13,164.82,10,2,Y,Y,Y,Y,Y,Y
1, 2003, 02, 26,경기도 수원시,1,13,124.67,5,1,Y,Y,Y,Y,Y,Y
1, 2003, 04, 02,경기도 수원시,1,13,109.44,4,1,Y,Y,Y,Y,Y,Y
1, 2003, 04, 04,경기도 수원시,1,13,125.46,3,1,Y,Y,Y,Y,Y,Y
1, 2003, 05, 19,경기도 수원시,1,13,196.0,10,5,Y,Y,Y,Y,Y,Y
1, 2006, 09, 18,경기도 수원시,1,13,129.72,6,3,N,Y,N,Y,Y,Y
1, 2006, 09, 27,경기도 수원시,1,13,171.99,6,1,Y,Y,Y,Y,Y,Y
1, 2008, 02, 21,경기도 화성시,1,13,160.06,7,2,Y,Y,Y,Y,Y,Y
1, 2009, 12, 01,경기도 화성시,1,13,93.84,4,4,N,N,N,N,N,N
1, 2009, 12, 03,경기도 화성시,1,13,250.71,6,4,N,N,N,Y,N,N
1, 2005, 11, 28,경기도 수원시,1,13,121.14,6,2,Y,Y,Y,Y,Y,Y
1, 2005, 01, 07,경기도 수원시,1,13,166.53,7,3,N,N,N,Y,N,N
1, 2005, 02, 18,경기도 수원시,1,13,112.99,4,1,Y,Y,Y,Y,Y,Y
1, 2005, 03, 31,경기도 수원시,1,13,116.03,9,4,N,Y,Y,N,Y,Y
1, 2005, 04, 22,경기도 수원시,1,13,136.14,6,1,N,N,N,Y,N,N
1, 2005, 05, 11,경기도 수원시,1,13,122.04,6,4,N,Y,N,N,Y,Y
1, 2005, 06, 01,경기도 수원시,1,13,148.2,7,2,N,N,N,Y,N,N
1, 2005, 06, 16,경기도 수원시,1,13,184.79,6,2,Y,Y,Y,Y,Y,Y
1, 1999, 03, 29,경기도 수원시,1,13,123.52,7,2,Y,Y,N,Y,Y,Y
1, 1999, 06, 11,경기도 수원시,1,13,171.33,10,10,N,N,N,Y,N,N
1, 1999, 06, 29,경기도 수원시,1,13,133.0,6,1,N,N,N,Y,N,N
1, 1999, 08, 06,경기도 수원시,1,13,288.84,15,15,N,N,N,Y,N,N
1, 1999, 05, 31,경기도 수원시,1,13,217.2,10,4,N,N,N,N,N,N
1, 1999, 06, 29,경기도 수원시,1,13,178.66,7,4,N,N,N,N,N,N
1, 1999, 06, 29,경기도 수원시,1,13,120.17,5,0,N,N,N,N,N,N
1, 2003, 05, 17,경기도 수원시,1,13,129.44,7,1,N,Y,Y,Y,Y,Y
1, 2003, 09, 03,경기도 수원시,1,13,109.9,7,2,Y,Y,Y,Y,Y,Y
1, 2003, 10, 08,경기도 수원시,1,13,138.02,5,1,Y,Y,N,Y,N,N
1, 2003, 05, 19,경기도 수원시,1,13,132.0,6,2,Y,Y,Y,Y,Y,Y
1, 2003, 11, 17,경기도 수원시,1,13,92.0,6,3,Y,Y,Y,Y,Y,Y
1, 2003, 11, 28,경기도 수원시,1,13,235.26,8,1,Y,Y,Y,Y,Y,Y
1, 2002, 11, 22,경기도 수원시,1,13,172.0,5,4,N,Y,N,N,Y,Y
1, 2002, 12, 13,경기도 수원시,1,13,422.69,7,4,N,N,N,N,N,N
1, 2007, 03, 06,경기도 수원시,1,13,144.53,5,0,Y,Y,Y,N,Y,Y
1, 2007, 04, 02,경기도 수원시,1,13,128.68,7,1,Y,Y,N,Y,Y,Y
1, 2007, 04, 09,경기도 수원시,1,13,152.62,7,4,Y,Y,Y,Y,N,Y
1, 2007, 04, 11,경기도 수원시,1,13,223.96,10,10,N,N,N,Y,N,N
1, 2007, 09, 21,경기도 수원시,1,13,332.64,12,4,N,N,N,N,N,N
1, 2006, 05, 18,경기도 수원시,1,13,152.62,6,6,Y,Y,Y,Y,Y,N
1, 2008, 06, 19,경기도 수원시,1,13,115.42,4,1,Y,Y,Y,Y,N,Y
1, 2008, 06, 20,경기도 수원시,1,13,115.42,4,1,Y,Y,Y,Y,Y,Y
1, 2007, 10, 08,경기도 수원시,1,13,116.92,5,1,Y,Y,Y,N,Y,Y
1, 2007, 10, 09,경기도 수원시,1,13,93.5,5,4,Y,Y,N,Y,N,N
1, 2007, 10, 30,경기도 수원시,1,13,122.44,4,1,Y,Y,Y,Y,Y,Y
1, 2007, 11, 16,경기도 수원시,1,13,156.19,11,11,N,Y,Y,Y,Y,Y
1, 2007, 11, 28,경기도 수원시,1,13,158.0,4,1,Y,Y,N,Y,Y,Y
1, 2007, 11, 30,경기도 수원시,1,13,155.33,6,1,N,Y,Y,Y,Y,Y
1, 2007, 12, 07,경기도 수원시,1,13,152.25,8,1,Y,Y,Y,Y,Y,Y
1, 2007, 12, 11,경기도 수원시,1,13,213.39,9,4,N,N,N,Y,N,N
1, 2007, 12, 14,경기도 수원시,1,13,229.33,5,2,N,Y,Y,Y,Y,Y
1, 2007, 12, 31,경기도 수원시,1,13,139.95,7,4,Y,N,N,Y,Y,Y
1, 2008, 01, 23,경기도 수원시,1,13,140.65,6,1,Y,Y,Y,N,Y,Y
1, 2008, 01, 24,경기도 수원시,1,13,194.04,7,2,Y,Y,Y,Y,Y,Y
1, 2007, 06, 20,경기도 수원시,1,13,184.88,6,1,Y,Y,Y,Y,Y,Y
1, 2007, 09, 10,경기도 수원시,1,13,137.28,7,5,Y,Y,Y,Y,Y,Y
1, 2008, 04, 29,경기도 수원시,1,13,332.57,10,10,Y,Y,Y,Y,Y,Y
1, 2006, 07, 20,경기도 수원시,1,13,91.47,6,4,N,N,N,Y,N,N
1, 2006, 08, 17,경기도 수원시,1,13,196.0,7,1,Y,Y,Y,Y,Y,Y
1, 2006, 09, 06,경기도 수원시,1,13,237.99,6,4,Y,Y,Y,Y,Y,Y
1, 2008, 02, 28,경기도 수원시,1,13,201.66,8,3,Y,Y,Y,Y,N,Y
1, 2008, 03, 10,경기도 수원시,1,13,212.26,9,9,Y,Y,Y,Y,Y,Y
1, 2008, 03, 13,경기도 수원시,1,13,151.75,6,1,Y,Y,Y,N,Y,Y
1, 2008, 03, 31,경기도 수원시,1,13,156.09,7,7,N,Y,Y,Y,Y,N
1, 2006, 12, 14,경기도 수원시,1,13,112.89,4,1,N,Y,N,Y,Y,Y
1, 2007, 02, 01,경기도 수원시,1,13,72.8,3,1,Y,Y,Y,Y,Y,Y
1, 2008, 04, 25,경기도 수원시,1,13,160.75,7,2,N,Y,N,Y,N,N
1, 1993, 06, 22,제주특별자치도 서귀포시,1,13,163.85,7,4,N,Y,Y,N,N,Y
1, 1993, 09, 21,제주특별자치도 서귀포시,1,13,149.49,6,4,N,Y,Y,Y,Y,Y
1, 2003, 03, 28,제주특별자치도 서귀포시,1,13,142.08,7,4,Y,Y,Y,N,Y,Y
1, 2004, 05, 11,제주특별자치도 서귀포시,1,13,224.31,8,1,Y,Y,Y,Y,Y,Y
1, 2004, 08, 24,제주특별자치도 서귀포시,1,13,339.57,12,0,Y,Y,Y,N,N,Y
1, 2006, 06, 15,제주특별자치도 서귀포시,1,13,71.64,3,0,N,N,N,N,N,N
1, 2006, 08, 24,제주특별자치도 서귀포시,1,13,104.58,4,0,N,Y,N,N,N,Y
1, 2014, 09, 11,제주특별자치도 서귀포시,1,13,154.63,7,0,N,N,N,N,N,N
1, 2015, 05, 26,제주특별자치도 서귀포시,1,13,182.76,5,1,N,Y,N,Y,N,Y
1, 2016, 09, 22,제주특별자치도 서귀포시,1,13,164.65,20,20,N,N,N,Y,N,Y
1, 2006, 11, 16,제주특별자치도 서귀포시,1,13,174.34,6,4,Y,Y,Y,N,Y,Y
1, 2006, 11, 22,제주특별자치도 서귀포시,1,13,105.75,5,4,N,N,N,N,N,N
1, 2017, 03, 03,제주특별자치도 서귀포시,1,13,241.81,21,21,N,N,N,N,N,N
1, 2017, 04, 28,제주특별자치도 서귀포시,1,13,186.66,8,8,N,N,N,Y,N,N
1, 2017, 06, 13,제주특별자치도 서귀포시,1,13,160.75,5,4,N,N,N,N,N,N
1, 2018, 07, 19,제주특별자치도 서귀포시,1,13,167.58,8,8,Y,Y,Y,Y,Y,Y
1, 1999, 05, 27,제주특별자치도 서귀포시,1,13,140.22,7,4,N,Y,Y,Y,Y,Y
1, 2003, 05, 30,제주특별자치도 제주시,1,13,182.44,9,3,N,Y,Y,Y,Y,Y
1, 2003, 06, 24,제주특별자치도 제주시,1,13,146.9,7,3,Y,Y,Y,Y,Y,Y
1, 2003, 07, 05,제주특별자치도 제주시,1,13,102.7,7,1,Y,Y,Y,Y,Y,Y
1, 1993, 04, 08,제주특별자치도 서귀포시,1,13,98.83,5,4,N,Y,Y,Y,N,Y
1, 2004, 02, 09,제주특별자치도 서귀포시,1,13,158.5,6,2,Y,Y,Y,Y,Y,Y
1, 2004, 03, 02,제주특별자치도 서귀포시,1,13,141.1,6,1,Y,Y,Y,Y,Y,Y
1, 2005, 06, 01,제주특별자치도 서귀포시,1,13,203.4,5,2,Y,Y,N,Y,Y,Y
1, 1998, 05, 02,제주특별자치도 서귀포시,1,13,124.26,6,4,N,Y,Y,N,N,Y
1, 1999, 04, 17,제주특별자치도 서귀포시,1,13,108.0,7,3,N,N,N,Y,N,N
1, 2003, 05, 03,제주특별자치도 서귀포시,1,13,135.0,7,1,N,N,N,Y,N,N
1, 2006, 12, 11,제주특별자치도 서귀포시,1,13,170.86,7,2,N,Y,N,Y,N,Y
1, 2007, 04, 09,제주특별자치도 서귀포시,1,13,149.79,8,8,N,Y,N,Y,Y,Y
1, 1999, 12, 30,제주특별자치도 서귀포시,1,13,136.19,7,5,N,N,N,Y,N,N
1, 1999, 06, 28,제주특별자치도 서귀포시,1,13,178.8,6,4,N,Y,Y,Y,Y,Y
1, 1993, 01, 06,제주특별자치도 서귀포시,1,13,259.84,17,14,N,Y,Y,Y,Y,Y
1, 1993, 05, 14,제주특별자치도 서귀포시,1,13,223.41,7,4,N,Y,Y,Y,Y,Y
1, 2009, 04, 03,제주특별자치도 서귀포시,1,13,117.66,5,1,Y,Y,Y,Y,Y,Y
1, 2009, 05, 12,제주특별자치도 서귀포시,1,13,136.85,6,2,Y,Y,Y,Y,Y,Y
1, 2010, 09, 09,제주특별자치도 서귀포시,1,13,252.07,3,4,N,N,N,N,N,N
1, 2002, 12, 09,제주특별자치도 서귀포시,1,13,132.95,7,7,N,N,N,Y,N,N
1, 2006, 05, 12,제주특별자치도 제주시,1,13,278.77,9,2,Y,Y,Y,Y,Y,Y
1, 2006, 05, 18,제주특별자치도 제주시,1,13,303.36,11,4,N,N,N,Y,N,N
1, 2006, 04, 19,제주특별자치도 서귀포시,1,13,140.69,5,2,Y,Y,N,Y,N,Y
1, 2006, 06, 08,제주특별자치도 서귀포시,1,13,192.07,8,2,Y,Y,N,Y,N,Y
1, 2007, 06, 26,제주특별자치도 서귀포시,1,13,188.83,6,4,N,Y,N,N,Y,Y
1, 2006, 07, 28,제주특별자치도 제주시,1,13,56.83,4,4,N,N,N,N,N,N
1, 2006, 08, 01,제주특별자치도 제주시,1,13,240.9,10,1,Y,Y,Y,Y,Y,Y
1, 2008, 10, 07,제주특별자치도 서귀포시,1,13,121.5,6,2,Y,Y,Y,Y,Y,Y
1, 1994, 05, 28,제주특별자치도 서귀포시,1,13,303.0,16,8,N,Y,Y,Y,N,Y
